id,notes,random_random,cluster_random,random_centre,cluster_centre,random_edge,cluster_edge,random_30,cluster_30,random_50,cluster_50,random_90,cluster_90
34,,21.93273332123448,20.178813299768002,17.521773222594582,16.204098069420066,25.9681873217095,25.391094111030824,13.103118967745809,12.276371680788957,19.459127780537592,17.77836313974811,32.860447117255156,31.719270659681758
36,,23.490889813072698,21.721391794968813,18.69457204611918,16.650653793783,28.287186858783073,27.9070149551882,15.206979915244869,14.320806355951335,21.465647501806497,19.63345894530052,33.800021300923596,32.32479524268813
39,greedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,beam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,greedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,beam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,,22.999706118146218,20.571702558499023,18.062798808524565,16.326208585855085,27.389756480350503,26.485027759052002,14.146603636707399,12.995927728287025,20.629922789198424,18.438724947136855,33.67573498111549,31.948286227982237
43,,22.999706118146218,20.571702558499023,18.062798808524565,16.326208585855085,27.389756480350503,26.485027759052002,14.146603636707399,12.995927728287025,20.629922789198424,18.438724947136855,33.67573498111549,31.948286227982237
47,,21.93273332123448,20.178813299768002,17.521773222594582,16.204098069420066,25.9681873217095,25.391094111030824,13.103118967745809,12.276371680788957,19.459127780537592,17.77836313974811,32.860447117255156,31.719270659681758
50,,22.999706118146218,20.571702558499023,18.062798808524565,16.326208585855085,27.389756480350503,26.485027759052002,14.146603636707399,12.995927728287025,20.629922789198424,18.438724947136855,33.67573498111549,31.948286227982237
57,,21.93273332123448,20.178813299768002,17.521773222594582,16.204098069420066,25.9681873217095,25.391094111030824,13.103118967745809,12.276371680788957,19.459127780537592,17.77836313974811,32.860447117255156,31.719270659681758
58,,21.288131993621104,19.139616474963816,16.763760493853987,15.004857579518085,25.50322201130572,24.67919579052001,13.484315520502333,11.98175349771392,18.948059825010567,16.956152855325694,31.122739153267933,29.885763491962322
59,,23.490889813072698,21.721391794968813,18.69457204611918,16.650653793783,28.287186858783073,27.9070149551882,15.206979915244869,14.320806355951335,21.465647501806497,19.63345894530052,33.800021300923596,32.32479524268813
61,,22.999706118146218,20.571702558499023,18.062798808524565,16.326208585855085,27.389756480350503,26.485027759052002,14.146603636707399,12.995927728287025,20.629922789198424,18.438724947136855,33.67573498111549,31.948286227982237
64,,26.638798406375848,22.965478947740916,24.580534510006515,19.249734812155832,30.27939412730857,0.0,17.637812456854316,0.0,25.461682977874542,0.0,38.39923160896208,0.0
68,,23.490889813072698,21.721391794968813,18.69457204611918,16.650653793783,28.287186858783073,27.9070149551882,15.206979915244869,14.320806355951335,21.465647501806497,19.63345894530052,33.800021300923596,32.32479524268813
70,,22.999706118146218,20.571702558499023,18.062798808524565,16.326208585855085,27.389756480350503,26.485027759052002,14.146603636707399,12.995927728287025,20.629922789198424,18.438724947136855,33.67573498111549,31.948286227982237
45,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,,51.918004475531134,51.80680691310968,38.10411158978627,38.97598728227093,65.00758422588278,67.20497228051426,50.90599514737491,54.02231217345314,52.44739722036122,51.603482902235164,51.676307923464094,52.36197140020669
71,,26.3802796762171,22.893440074844293,24.381539544028342,19.251276904712935,29.790691465351575,0.0,16.972685506460607,0.0,25.213521981571382,0.0,38.36630319756503,0.0
74,,22.060505805481696,19.870341152983496,17.47112880839832,15.794649997601992,26.186276177121382,25.34850303285462,13.78969241907604,12.517337899083905,19.758058031155336,17.716320621307503,32.170160340770046,30.779835663048694
76,,24.47039773406275,22.606555370925346,19.140489478393768,17.281587965370928,29.8266584507356,28.995067244900312,16.34420192328818,15.439172969636592,22.22134935895295,20.089494992066946,34.871994380951016,33.354542619493095
78,,21.904973964561528,19.64410565283761,17.48583615629744,15.546980124306007,25.917233566412516,25.235568757795566,13.745981108774492,12.307963264884961,19.70196833704191,17.60471923412515,31.86009424145507,30.51397203592906
77,,23.03810719718661,20.553449300824337,18.35305150671773,16.22666998086752,27.416510355890303,26.505498002961044,14.638191181545814,13.20262662425704,20.721306086568998,18.32241744237115,33.4481717916798,31.7605732180247
80,,22.807441215923525,20.242705918555025,18.177698027788868,16.013408034029794,26.922049876569478,25.90892991852596,14.602663389875389,12.863586726687918,20.52109090229199,18.104778953283308,32.78343482811448,31.196678191139583
81,,51.918004475531134,51.80680691310968,38.10411158978627,38.97598728227093,65.00758422588278,67.20497228051426,50.90599514737491,54.02231217345314,52.44739722036122,51.603482902235164,51.676307923464094,52.36197140020669
79,,21.520678618869105,19.509749427314762,16.9222685565169,15.35831373029437,25.686847036540048,25.097964727023474,13.021439439754767,12.001336190959481,19.260313653404303,17.41149327062131,31.84804111876704,30.553198423051786
84,,22.019160267414833,19.780503166388325,17.48959849895151,15.700885983752345,26.250152631383664,25.29841745991264,14.002954673200353,12.634177480582824,19.936740343641667,17.775385931309913,31.81921638090805,30.370243198160576
85,,23.422823667942307,21.75011622047855,18.420432344577236,16.503740243052086,28.322468921748538,28.116977796673236,15.067103294387444,14.35189914702482,21.39303512109375,19.53035741695321,33.70558651878685,32.48857769622582
87,,22.58710915576351,20.414296421493397,17.972069513538205,16.1301921113188,27.011037401457802,26.345221699132786,14.029548410926312,13.005119091383627,20.430926076253,18.267884850642034,33.109741583580195,31.61670628991936
91,,23.210153811853896,20.758756776725075,18.553076862327096,16.437390950244204,27.581067164492996,26.733348140834448,14.849716221102923,13.40750756514636,20.980351263458125,18.691506121686178,33.51423035411296,31.830482180971135
94,,20.750431254327303,18.559462674340306,16.32886836983302,14.578494063125778,24.750857255855642,23.804163295109596,12.661009557982535,11.451771105044223,18.71414874176124,16.62638774306316,30.454998580272235,28.863961184468298
92,,23.224402474983282,20.638904541053982,18.33671266250614,16.32599941105597,27.565230211335834,26.533116638703557,14.8326949571,13.173949057944098,20.81691192903481,18.473229796142093,33.47673846269044,31.850841736727315
90,,22.151008927054082,20.288244348358237,17.415102396006183,16.007125199286452,26.534456436168206,26.07739054596307,12.987359411655211,12.233679754122575,19.664362979316852,17.95966600085469,33.448845368256386,32.17941433863042
97,,22.980897290704505,21.689290454302842,17.8902055660881,16.662973599677052,28.015447088271994,28.353095706327313,14.416059917887823,14.264253240743459,20.835258507327914,19.720499061453346,33.63523151984887,32.72060745811043
98,,22.09177077048419,19.942736239529477,17.400392536370422,15.662650594690286,26.343032088872476,25.62493860984046,13.204566517799499,12.224262370937549,19.931545780301068,17.7438818240718,32.699083097626556,31.262181249050844
99,,24.488285797900442,21.93962367302011,19.774589461268274,17.65798501747049,28.707127452527256,27.615169503366825,15.240622816606061,14.198928225125762,22.274566922321313,19.73309336790325,35.454812972768615,33.28075660082841
100,,21.93273332123448,20.178813299768002,17.521773222594582,16.204098069420066,25.9681873217095,25.391094111030824,13.103118967745809,12.276371680788957,19.459127780537592,17.77836313974811,32.860447117255156,31.719270659681758
101,,23.490889813072698,21.721391794968813,18.69457204611918,16.650653793783,28.287186858783073,27.9070149551882,15.206979915244869,14.320806355951335,21.465647501806497,19.63345894530052,33.800021300923596,32.32479524268813
102,,22.999706118146218,20.571702558499023,18.062798808524565,16.326208585855085,27.389756480350503,26.485027759052002,14.146603636707399,12.995927728287025,20.629922789198424,18.438724947136855,33.67573498111549,31.948286227982237
103,,22.45451868406296,20.054935680738634,17.821205079210195,15.837925663680572,26.54590882224045,25.663004800142765,13.468659961873906,12.279311664738994,20.19848226787852,17.929467169300434,33.1544903557612,31.34708731052252
104,,26.098358981425203,22.637764036183032,24.109029604120664,18.93953675392487,29.6778279614389,0.0,16.621728429662664,0.0,24.962658356340658,0.0,38.300829760981436,0.0
111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,,24.25465502959239,21.678784459908382,18.122413376556107,16.81469145018381,29.50843895678223,0.0,13.91753995927587,0.0,21.817488905376585,0.0,36.150478498278225,0.0
134,,24.2972590642653,21.71293890129531,18.14063851081003,16.83710836187955,29.550815209367464,0.0,13.977386169569288,0.0,21.85200948394747,0.0,36.15931713092599,0.0
152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,OR tools best,20.300113415486642,18.2123525905453,15.92706082264221,14.278658919070082,24.281599008690478,23.480761541697127,12.118828073222078,11.089849325164773,18.20782398480319,16.250561936704138,30.182121188794074,28.631361789443563
