random_random-10-90-100-42,random_random-10-50-100-42,random_random-10-30-100-42,random_outer-10-90-100-42,random_outer-10-50-100-42,random_outer-10-30-100-42,random_centre-10-90-100-42,random_centre-10-50-100-42,random_centre-10-30-100-42,cluster_random-10-90-100-42,cluster_random-10-50-100-42,cluster_random-10-30-100-42,cluster_outer-10-90-100-42,cluster_outer-10-50-100-42,cluster_outer-10-30-100-42,cluster_centre-10-90-100-42,cluster_centre-10-50-100-42,cluster_centre-10-30-100-42,id,notes,date,time,seed,problem,task,training,method,testing,device,init_method,improve_method,customers,decode
0.0,4.70794476205271,3.6367978591987975,0.0,5.384816911459821,4.03666332567538,0.0,3.926727846947137,3.224678271542341,0.0,4.245011723799354,2.9884530337932325,0.0,4.796627485897349,3.52934018318104,0.0,3.1543609250630005,2.3541239748693106,1,,2024-04-30,1035.35746955872,1.0,CVRP,,,ortools,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,savings,,,
7.012952471973666,4.783859286178404,3.652813853495725,8.745191170557996,5.460271268932848,4.056446142784783,5.601168217261912,4.012773050668334,3.246530388607232,6.508097249795838,4.288716827788512,3.003203764142987,8.08058408107074,4.889764143322379,3.564715216910068,4.99459624862534,3.196737000961887,2.363359431061354,2,,2024-05-03,1595.1041457653,1.0,CVRP,,,ortools,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,cheapest_arc,,,
7.040464568725388,4.811180153942864,3.641225980226662,8.762414118263903,5.458945243496775,4.064062637330974,5.609298489421199,4.029157165785609,3.2266484605591312,6.526799122173035,4.289750636042512,3.0047377454938298,8.102346660711683,4.858636536961461,3.568298489644472,4.996956795415611,3.180542601320001,2.3736937262459783,5,,2024-05-06,1569.73507356644,1.0,CVRP,,,ortools,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,christofides,,,
6.993444193673757,4.759860714109919,3.651641987052615,8.755984708439318,5.44041966486692,4.07396291074032,5.5990012697255,4.068774630564653,3.2782629353653108,6.510219111124091,4.283609927938943,3.015320209163862,8.079380347746147,4.8221620286849936,3.528116989436951,5.000868753816694,3.195035649999538,2.39502280264471,6,,2024-05-06,1800.33872032166,1.0,CVRP,,,ortools,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,local_cheapest_insert,,,
7.5235440659874815,5.057464080851699,3.947441376873371,9.340291802626147,5.701800410212074,4.437458425610963,6.0651339125397135,4.209573823634143,3.500336613999321,7.003291293731365,4.543872335291118,3.279584808521688,8.71842046270634,5.1415042839476826,3.833666406319332,5.402934554704096,3.38329886081676,2.5343100003275425,34,,2024-05-29,35291.4395415783,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,am,,10.0,
7.622571143679936,5.470541520611079,4.346385156113449,9.567220679313015,6.269771334313992,4.910245279240689,5.859879703248005,4.3675366496820045,3.701406257017018,7.123059583505378,4.880811821857688,3.8180837263164698,8.794076679946464,5.739134323402442,4.516710327903407,5.401034552489356,3.65094147259328,2.864925439319044,36,,2024-06-03,39833.2113745213,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,amppo,,10.0,
7.55539526695676,5.426449748621965,4.40684980789141,9.524711861890522,6.14531528475449,4.922172266592119,5.908804327990002,4.383481520043518,3.6580907387176818,7.067262239805799,4.877195020267107,3.7175719268971785,8.886260087991753,5.572113325937189,4.390962457431198,5.410759191594543,3.652016249401464,2.825490273020395,42,,2024-06-12,38108.5451898575,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,symnco,,10.0,
7.55539526695676,5.426449748621965,4.40684980789141,9.524711861890522,6.14531528475449,4.922172266592119,5.908804327990002,4.383481520043518,3.6580907387176818,7.067262239805799,4.877195020267107,3.7175719268971785,8.886260087991753,5.572113325937189,4.390962457431198,5.410759191594543,3.652016249401464,2.825490273020395,43,,2024-06-14,37982.2972157002,1.0,CVRP,,Old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,symnco,,10.0,
7.5235440659874815,5.057464080851699,3.947441376873371,9.340291802626147,5.701800410212074,4.437458425610963,6.0651339125397135,4.209573823634143,3.500336613999321,7.003291293731365,4.543872335291118,3.279584808521688,8.71842046270634,5.1415042839476826,3.833666406319332,5.402934554704096,3.38329886081676,2.5343100003275425,47,,2024-06-19,34931.1149029732,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,am,,25.0,
7.55539526695676,5.426449748621965,4.40684980789141,9.524711861890522,6.14531528475449,4.922172266592119,5.908804327990002,4.383481520043518,3.6580907387176818,7.067262239805799,4.877195020267107,3.7175719268971785,8.886260087991753,5.572113325937189,4.390962457431198,5.410759191594543,3.652016249401464,2.825490273020395,50,,2024-06-20,38515.3663384914,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,symnco,,50.0,
