id,notes,random_random,cluster_random,random_centre,cluster_centre,random_edge,cluster_edge,random_30,cluster_30,random_50,cluster_50,random_90,cluster_90
22,beam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,greedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,beam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,greedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,beam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,,5.509483174570849,4.942249479181388,4.5916814500577265,3.7735144719494658,6.493183546149726,5.8978637176577795,3.9617454721612173,3.215853738389523,4.989612771565973,4.356225160018519,7.642989927051121,7.041548770380608
36,,5.813165940134822,5.27398504389318,4.642940869982345,3.97230048813389,6.9157457642892375,6.349973777084109,4.319345564123718,3.7332398311796373,5.369283168202357,4.756962539284465,7.68322384208032,7.1060569386470664
39,greedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,beam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,greedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,beam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,,5.796231607823379,5.220676395656692,4.6501255289170675,3.9627552380054634,6.8640664710790436,6.283111957120049,4.329037604400401,3.6446748857829228,5.3184155178066606,4.700441531868588,7.662970485612429,7.12142717313069
43,,5.796231607823379,5.220676395656692,4.6501255289170675,3.9627552380054634,6.8640664710790436,6.283111957120049,4.329037604400401,3.6446748857829228,5.3184155178066606,4.700441531868588,7.662970485612429,7.12142717313069
47,,5.509483174570849,4.942249479181388,4.5916814500577265,3.7735144719494658,6.493183546149726,5.8978637176577795,3.9617454721612173,3.215853738389523,4.989612771565973,4.356225160018519,7.642989927051121,7.041548770380608
50,,5.796231607823379,5.220676395656692,4.6501255289170675,3.9627552380054634,6.8640664710790436,6.283111957120049,4.329037604400401,3.6446748857829228,5.3184155178066606,4.700441531868588,7.662970485612429,7.12142717313069
57,,5.509483174570849,4.942249479181388,4.5916814500577265,3.7735144719494658,6.493183546149726,5.8978637176577795,3.9617454721612173,3.215853738389523,4.989612771565973,4.356225160018519,7.642989927051121,7.041548770380608
58,,5.3853652886831105,4.749859038218628,4.457894993505356,3.6325047909669403,6.419655770333992,5.667664496550827,4.091430054858995,3.16844034795871,4.9387364225247214,4.243181191388665,7.232749575138737,6.6384067863890115
59,,5.813165940134822,5.27398504389318,4.642940869982345,3.97230048813389,6.9157457642892375,6.349973777084109,4.319345564123718,3.7332398311796373,5.369283168202357,4.756962539284465,7.68322384208032,7.1060569386470664
61,,5.796231607823379,5.220676395656692,4.6501255289170675,3.9627552380054634,6.8640664710790436,6.283111957120049,4.329037604400401,3.6446748857829228,5.3184155178066606,4.700441531868588,7.662970485612429,7.12142717313069
64,,6.067805665977711,5.303638516726192,5.322535495874069,4.18834915731849,7.006402945451233,0.0,4.5581845034649575,0.0,5.708098498837617,0.0,8.130461105000434,0.0
68,,5.813165940134822,5.27398504389318,4.642940869982345,3.97230048813389,6.9157457642892375,6.349973777084109,4.319345564123718,3.7332398311796373,5.369283168202357,4.756962539284465,7.68322384208032,7.1060569386470664
70,,5.796231607823379,5.220676395656692,4.6501255289170675,3.9627552380054634,6.8640664710790436,6.283111957120049,4.329037604400401,3.6446748857829228,5.3184155178066606,4.700441531868588,7.662970485612429,7.12142717313069
45,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,,10.447271028001504,10.82044455958551,7.5443193669109325,7.709264863037026,12.941269623161073,13.387249618450715,10.204126780137024,10.709716136832686,10.326205717870428,10.670942620348788,10.402527520066062,10.53630028389177
71,,5.950953394730446,5.21434179497304,5.225708687336205,4.133468870321218,6.87958951993963,0.0,4.338792669173372,0.0,5.602865924257938,0.0,8.114593008574964,0.0
74,,5.326514331480313,4.809944076988004,4.423681042046173,3.6628982894351627,6.325028036611323,5.724265660206733,3.823051826455575,3.1277262743301013,4.879028904006032,4.290840069156408,7.373142679676201,6.778541683143388
76,,5.748298004962754,5.163440111339341,4.606569641145071,3.8784411208093315,6.880310928755824,6.197399082133979,4.350114119450162,3.6249378922983047,5.308545573539267,4.643660624848994,7.576518881874214,6.970681797135353
78,,5.297592488608898,4.795194569649495,4.414938525801678,3.668356784639844,6.284144478206364,5.717542328691438,3.786104152553649,3.1435830133095095,4.902683158449898,4.3085237191566925,7.307888181613386,6.728986950514569
77,,5.560288854399416,4.906383364240533,4.552481060756427,3.747840023782275,6.533570179052787,5.926727476367057,4.074319051425981,3.295765261436239,5.096220866328792,4.411231359133802,7.475800176453853,6.873954243819823
80,,5.339243552075188,4.800451500781726,4.4285411613669,3.671400213030411,6.313440673031801,5.704346255901533,3.8348245402576238,3.1130323048712514,4.908191198695718,4.272885668991838,7.338209647520536,6.790279995850577
81,,10.447271028001504,10.82044455958551,7.5443193669109325,7.709264863037026,12.941269623161073,13.387249618450715,10.204126780137024,10.709716136832686,10.326205717870428,10.670942620348788,10.402527520066062,10.53630028389177
79,,5.4933804573774445,4.89370152587963,4.574304709512336,3.754714475611078,6.509735274007818,5.894016815552667,4.04733987683572,3.238570931450636,5.037373523472424,4.401780783981538,7.492707040589459,6.9020811016112
84,,5.2926897700339754,4.781647409282215,4.414007951827113,3.6504465563435984,6.299405857961886,5.684711273146653,3.809374593108358,3.129123327149863,4.887388449632955,4.271924274933515,7.309340537081655,6.715757636689094
85,,5.832307823384373,5.291309394232418,4.650457288537146,3.984328240076266,6.944097702079927,6.411402906342152,4.335495815092184,3.7545356180125236,5.365643608369171,4.761213289110106,7.725723390540082,7.171291633528197
87,,5.916580520087271,5.291060719994513,4.684424033283067,3.9851642476341005,7.111745589319751,6.383697075712212,4.497435483719525,3.6925229022381436,5.3999129136487545,4.783237659827968,7.815401745321804,7.184161481274708
91,,5.489556512235554,4.998485731469838,4.560654624861275,3.790097662638196,6.5312372408408805,5.9756431184695185,4.020027318775266,3.390019987213543,5.109299766041776,4.478566709473711,7.4521212931206655,6.895639815890298
94,,5.149875203882601,4.60000594724245,4.286823885512494,3.5182308935495286,6.0873028607585375,5.511687813767728,3.651930128295911,2.9770928040381377,4.752301201926531,4.125072657357595,7.119770619931192,6.527759193163969
92,,5.517886321224532,5.043464620084206,4.508084636485862,3.791881732359512,6.624222339653187,6.059544820864173,4.073320860868338,3.443494178389361,5.1108110651962155,4.476294938567282,7.4660613712990225,6.975102056351244
90,,6.181015290665303,5.7074006790475345,5.031717972195459,4.218983982369371,7.310500938867946,6.710630327907095,4.788883611468249,4.032986386353904,5.747578892519112,5.0661925295603965,7.986771697741353,7.537836073409702
97,,6.903643742877348,6.244046966471436,5.489452306249388,4.77815400946592,8.188714455829189,7.3683847644077805,5.666385237113748,4.901853092392486,6.4529807715364935,5.639509718024156,8.462444496305677,7.849222929928481
98,,5.943918226325044,5.135869829703125,5.027567930329659,3.987527629367759,6.9798708265308,6.099371205019072,4.622823585947204,3.5676199981805143,5.545234149301716,4.666998540746027,7.783299247936588,6.988150125163416
99,,5.878285753477466,5.226631959545457,4.877071211038388,4.058286659395341,7.0045119151371456,6.291093880584129,4.459771897869737,3.734577928335976,5.477130643417013,4.734597917534731,7.822966338366256,7.106836653654214
100,,5.509483174570849,4.942249479181388,4.5916814500577265,3.7735144719494658,6.493183546149726,5.8978637176577795,3.9617454721612173,3.215853738389523,4.989612771565973,4.356225160018519,7.642989927051121,7.041548770380608
101,,5.813165940134822,5.27398504389318,4.642940869982345,3.97230048813389,6.9157457642892375,6.349973777084109,4.319345564123718,3.7332398311796373,5.369283168202357,4.756962539284465,7.68322384208032,7.1060569386470664
102,,5.796231607823379,5.220676395656692,4.6501255289170675,3.9627552380054634,6.8640664710790436,6.283111957120049,4.329037604400401,3.6446748857829228,5.3184155178066606,4.700441531868588,7.662970485612429,7.12142717313069
103,,5.576912921043039,4.9711870668539095,4.659009187463614,3.813736597766299,6.578833910498579,5.936742370760627,4.148286471269437,3.3618119919580387,5.134353548980691,4.428631513212692,7.53211599875509,6.931222530210115
104,,5.91521323822618,5.175001073636655,5.1806732924829335,4.0934056446619955,6.843849472072791,0.0,4.247224744048355,0.0,5.581943504947351,0.0,8.110567753786198,0.0
111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,,5.677871461754332,5.11695563483774,4.573301916307414,3.895207578111765,6.786693449781987,0.0,3.976012263211943,0.0,5.206033342996813,0.0,7.855821221634974,0.0
134,,5.685025005447917,5.122622371322013,4.580781863736209,3.898616020634989,6.790366384550951,0.0,3.984477502419659,0.0,5.2134492934454615,0.0,7.858246457869953,0.0
152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,OR tools best,5.078494612722803,4.555332594202621,4.217679832791838,3.482521193228704,6.017472977002347,5.4417846908739484,3.60611090156537,2.949030438823992,4.648806636160836,4.046933240458074,7.058729884790766,6.483674799023211
