random_random-20-90-100-42,random_random-20-50-100-42,random_random-20-30-100-42,random_outer-20-90-100-42,random_outer-20-50-100-42,random_outer-20-30-100-42,random_centre-20-90-100-42,random_centre-20-50-100-42,random_centre-20-30-100-42,cluster_random-20-90-100-42,cluster_random-20-50-100-42,cluster_random-20-30-100-42,cluster_outer-20-90-100-42,cluster_outer-20-50-100-42,cluster_outer-20-30-100-42,cluster_centre-20-90-100-42,cluster_centre-20-50-100-42,cluster_centre-20-30-100-42,id,notes,date,time,seed,problem,task,training,method,testing,device,init_method,improve_method,customers,decode
13.188155806810784,8.31163659149203,6.203460555846057,16.004524428891923,10.20585298183541,6.969117282697104,10.195954259878407,6.911139731130987,5.379917226407063,11.764948239126989,7.481419984244924,5.10290744438012,14.49085820423963,9.028981586307603,5.812027313838329,9.12262403929191,5.775557942077415,4.02191992223415,2,,2024-05-03,1595.1041457653,1.0,CVRP,,,ortools,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,cheapest_arc,,,
13.223922006051248,8.289817701435975,6.17158602813546,16.02603316144259,10.24005383720534,6.980774484604996,10.21914341031667,6.946339371344392,5.4622235416905,11.805930943832678,7.488168632311248,5.125009152781413,14.577879865843444,9.040272768363058,5.841941173654908,9.130806277089256,5.776869308650374,4.035851900201857,5,,2024-05-06,1569.73507356644,1.0,CVRP,,,ortools,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,christofides,,,
13.145467902275184,8.334899271301245,6.272968410072193,16.03619956615213,10.21907236295666,6.980236739311283,10.268722277761118,7.048947450478633,5.557040975588506,11.716324299215264,7.489472607097153,5.111974049840515,14.498132422909553,9.005238904244798,5.768312404358059,9.19334274201822,5.7468726205547975,4.063879480808708,6,,2024-05-06,1800.33872032166,1.0,CVRP,,,ortools,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,local_cheapest_insert,,,
14.084180722812992,8.492338014342693,6.384575134225737,16.96017113939609,10.536126076121857,7.158960501898097,11.06754924803139,7.168935698892364,5.597244082638177,12.498782689083685,7.992685633381668,5.397085778889196,15.394917141822226,9.470670767687515,6.175540372341663,9.924901691948882,6.016569210656732,4.263359286455084,34,,2024-05-29,35291.4395415783,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,am,,10.0,
14.2867487986964,9.126743926783224,7.045764726046688,17.55828395601798,11.512150873206568,8.261471170132781,10.850376001840754,7.54566756972144,5.99991328456479,12.97870054279032,8.615572008243168,6.382791421856776,16.342610621393256,10.793475031237872,7.502641314359487,10.080352127800086,6.500832221820448,4.753434137166718,36,,2024-06-03,39833.2113745213,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,amppo,,10.0,
14.169897482552283,8.938126530180506,6.823045385367933,17.21296042226126,10.957230849829267,7.773883820253287,10.79813288600034,7.363105952888235,5.751050628685866,12.751549136874722,8.315509311546554,5.737892797058544,15.704742937066074,9.993420814456709,6.630652242679361,9.933927293194673,6.277847802532257,4.545910212140512,42,,2024-06-12,38108.5451898575,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,symnco,,10.0,
14.169897482552283,8.938126530180506,6.823045385367933,17.21296042226126,10.957230849829267,7.773883820253287,10.79813288600034,7.363105952888235,5.751050628685866,12.751549136874722,8.315509311546554,5.737892797058544,15.704742937066074,9.993420814456709,6.630652242679361,9.933927293194673,6.277847802532257,4.545910212140512,43,,2024-06-14,37982.2972157002,1.0,CVRP,,Old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,symnco,,10.0,
14.084180722812992,8.492338014342693,6.384575134225737,16.96017113939609,10.536126076121857,7.158960501898097,11.06754924803139,7.168935698892364,5.597244082638177,12.498782689083685,7.992685633381668,5.397085778889196,15.394917141822226,9.470670767687515,6.175540372341663,9.924901691948882,6.016569210656732,4.263359286455084,47,,2024-06-19,34931.1149029732,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,am,,25.0,
14.169897482552283,8.938126530180506,6.823045385367933,17.21296042226126,10.957230849829267,7.773883820253287,10.79813288600034,7.363105952888235,5.751050628685866,12.751549136874722,8.315509311546554,5.737892797058544,15.704742937066074,9.993420814456709,6.630652242679361,9.933927293194673,6.277847802532257,4.545910212140512,50,,2024-06-20,38515.3663384914,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,symnco,,50.0,
14.084180722812992,8.492338014342693,6.384575134225737,16.96017113939609,10.536126076121857,7.158960501898097,11.06754924803139,7.168935698892364,5.597244082638177,12.498782689083685,7.992685633381668,5.397085778889196,15.394917141822226,9.470670767687515,6.175540372341663,9.924901691948882,6.016569210656732,4.263359286455084,57,,2024-06-29,35372.3700363636,1.0,CVRP,,old,rl4co,"['A', 'B', 'E', 'F', 'M', 'P', 'CMT', 'generate']",0.0,am,,100.0,
