random_random-100-90-100-42,random_random-100-50-100-42,random_random-100-30-100-42,random_random-50-90-100-42,random_random-50-50-100-42,random_random-50-30-100-42,random_random-20-90-100-42,random_random-20-50-100-42,random_random-20-30-100-42,random_random-10-90-100-42,random_random-10-50-100-42,random_random-10-30-100-42,random_outer-100-90-100-42,random_outer-100-50-100-42,random_outer-100-30-100-42,random_outer-50-90-100-42,random_outer-50-50-100-42,random_outer-50-30-100-42,random_outer-20-90-100-42,random_outer-20-50-100-42,random_outer-20-30-100-42,random_outer-10-90-100-42,random_outer-10-50-100-42,random_outer-10-30-100-42,random_centre-100-90-100-42,random_centre-100-50-100-42,random_centre-100-30-100-42,random_centre-50-90-100-42,random_centre-50-50-100-42,random_centre-50-30-100-42,random_centre-20-90-100-42,random_centre-20-50-100-42,random_centre-20-30-100-42,random_centre-10-90-100-42,random_centre-10-50-100-42,random_centre-10-30-100-42,cluster_random-100-90-100-42,cluster_random-100-50-100-42,cluster_random-100-30-100-42,cluster_random-50-90-100-42,cluster_random-50-50-100-42,cluster_random-50-30-100-42,cluster_random-20-90-100-42,cluster_random-20-50-100-42,cluster_random-20-30-100-42,cluster_random-10-90-100-42,cluster_random-10-50-100-42,cluster_random-10-30-100-42,cluster_outer-100-90-100-42,cluster_outer-100-50-100-42,cluster_outer-100-30-100-42,cluster_outer-50-90-100-42,cluster_outer-50-50-100-42,cluster_outer-50-30-100-42,cluster_outer-20-90-100-42,cluster_outer-20-50-100-42,cluster_outer-20-30-100-42,cluster_outer-10-90-100-42,cluster_outer-10-50-100-42,cluster_outer-10-30-100-42,cluster_centre-100-90-100-42,cluster_centre-100-50-100-42,cluster_centre-100-30-100-42,cluster_centre-50-90-100-42,cluster_centre-50-50-100-42,cluster_centre-50-30-100-42,cluster_centre-20-90-100-42,cluster_centre-20-50-100-42,cluster_centre-20-30-100-42,cluster_centre-10-90-100-42,cluster_centre-10-50-100-42,cluster_centre-10-30-100-42,id,notes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70794476205271,3.6367978591987975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.384816911459821,4.03666332567538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9267278469471365,3.2246782715423414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.245011723799354,2.9884530337932325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.796627485897349,3.52934018318104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1543609250630005,2.3541239748693106,1,
57.78509044097349,35.57301497934245,23.104016625626695,30.614928676651143,18.9547380992515,12.681626987079223,13.188155806810785,8.31163659149203,6.203460555846057,7.012952471973666,4.783859286178404,3.652813853495725,71.005461794553,41.699308599815616,27.339606705784178,37.23212462670633,22.269601418588508,14.750845722272123,16.004524428891923,10.20585298183541,6.969117282697104,8.745191170557996,5.460271268932848,4.056446142784783,44.532040090010035,27.21489245855953,18.77094687868876,23.517942437459116,14.918106707443695,10.550555964596265,10.195954259878409,6.911139731130987,5.379917226407063,5.601168217261912,4.012773050668334,3.246530388607232,59.74765686392745,32.6362026361895,21.480688097426018,27.78396323511934,16.4039936729482,11.4904311149534,11.764948239126989,7.481419984244924,5.10290744438012,6.508097249795838,4.288716827788512,3.003203764142987,70.45642433228853,38.75287575017096,25.17786390959111,37.202331437969555,20.54867700166895,13.661481445690233,14.49085820423963,9.028981586307605,5.812027313838329,8.08058408107074,4.889764143322379,3.5647152169100678,43.088632806650814,25.917044645000683,16.591686436374708,21.605588880315945,12.926492554572356,9.203400754489008,9.12262403929191,5.775557942077415,4.02191992223415,4.9945962486253395,3.196737000961887,2.363359431061354,2,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,greedy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,beam
58.07375408427738,35.784423506446885,23.569763495674515,30.75794152272129,19.290787395472595,12.85458296714314,13.223922006051247,8.289817701435975,6.17158602813546,7.040464568725388,4.811180153942864,3.641225980226662,71.20098575769924,42.05618931734086,27.93003835094433,37.28910651602694,22.49538849342312,14.901751863644716,16.02603316144259,10.24005383720534,6.9807744846049955,8.762414118263903,5.458945243496775,4.064062637330974,44.80493407093201,27.658447448913158,19.035803188896914,23.76381595162933,15.003867841342617,10.838427012166251,10.21914341031667,6.946339371344392,5.4622235416905,5.609298489421199,4.029157165785609,3.2266484605591312,59.91230830598145,32.70673811150217,21.67045729277126,27.817739816245876,16.47007372341223,11.479185461742782,11.805930943832678,7.488168632311248,5.125009152781413,6.526799122173035,4.289750636042512,3.0047377454938298,70.62831740904222,38.87745202991371,25.459426579959636,37.29219700410617,20.747735701657174,13.82618151014851,14.577879865843443,9.040272768363058,5.841941173654908,8.102346660711683,4.858636536961461,3.568298489644472,43.18673381132134,26.023822744011014,16.85928290011244,21.643262792791766,12.971138860284473,9.230765387182387,9.130806277089256,5.776869308650374,4.035851900201857,4.996956795415611,3.180542601320001,2.3736937262459783,5,
57.91662065412898,35.375259215483,24.370969480714884,30.727673613078665,19.005445045049676,13.248230319590673,13.145467902275184,8.334899271301245,6.272968410072193,6.993444193673757,4.759860714109919,3.651641987052615,71.40352651935429,41.80700148374269,28.840308781657065,37.447455783381045,22.43559046935193,15.31055463829238,16.03619956615213,10.219072362956659,6.980236739311283,8.755984708439318,5.44041966486692,4.07396291074032,44.56989302280463,27.35935108576366,19.368199176072828,23.541930999594346,15.129509499936303,11.070860668049304,10.268722277761118,7.048947450478633,5.557040975588506,5.5990012697255,4.068774630564653,3.2782629353653108,60.21505283608674,32.36869706837318,22.069451693126986,27.91841600970189,16.308047333505968,11.655808333899293,11.716324299215263,7.489472607097153,5.111974049840515,6.510219111124091,4.283609927938943,3.015320209163862,71.30765115975112,38.706396364012136,25.89271646691782,37.559805650028714,20.558009909170423,13.871412530533894,14.498132422909553,9.005238904244798,5.768312404358059,8.079380347746147,4.8221620286849936,3.528116989436951,43.26281202161776,25.88043436084664,17.237776285036343,21.745158585322642,13.041156285907215,9.475046850080293,9.193342742018219,5.7468726205547975,4.063879480808708,5.000868753816694,3.195035649999538,2.39502280264471,6,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,greedy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,beam
